Timestamp,dB
2024-11-14T09:30:36.061006,43.34634669496352
2024-11-14T09:30:46.087621,46.27734440738307
2024-11-14T09:30:56.121661,42.14419939295737
2024-11-14T09:31:06.159605,53.236253710745224
2024-11-14T09:31:16.558521,47.567958018962756
2024-11-14T09:31:26.592689,47.712125471966246
2024-11-14T09:31:46.915670,46.92705948901277
2024-11-14T09:31:56.949252,42.67077816740435
2024-11-14T09:32:06.975638,48.62727528317975
2024-11-14T09:32:17.007679,36.90196080028514
2024-11-14T09:32:27.030112,47.04365036222725
2024-11-14T09:32:37.064501,30.881360887005513
2024-11-14T09:32:47.090930,44.95946532723613
2024-11-14T09:33:17.182439,42.07607441911914
2024-11-14T09:33:27.206007,40.0
2024-11-14T09:33:37.275631,37.025166974381506
2024-11-14T09:33:47.305531,49.15763793467985
2024-11-14T09:33:57.339767,35.56302500767287
2024-11-14T09:34:17.412861,41.213956807072236
2024-11-14T09:34:27.838741,40.98436045340363
2024-11-14T09:34:38.049390,44.55773409227347
2024-11-14T09:34:48.142599,47.234556720351854
2024-11-14T09:34:59.299050,45.620667344954555
2024-11-14T09:35:09.332874,35.56302500767287
2024-11-14T09:35:19.360449,46.020599913279625
2024-11-14T09:35:30.429314,41.437640146122504
2024-11-14T09:35:40.464638,40.98436045340363
2024-11-14T09:35:50.507007,29.827233876685455
2024-11-14T09:36:00.543291,40.506117305295405
2024-11-14T09:36:10.667550,23.521825181113623
2024-11-14T09:36:20.699954,46.68907502301862
2024-11-14T09:36:30.728335,30.370278797557752
2024-11-14T09:36:40.756010,34.807253789884875
2024-11-14T09:36:50.789724,31.595671932336202
2024-11-14T09:37:00.851640,51.07766053287749
2024-11-14T09:37:10.894677,34.807253789884875
2024-11-14T09:37:20.924511,49.600138859143016
2024-11-14T09:37:31.770434,45.29635646019073
2024-11-14T09:37:42.932258,41.583624920952495
2024-11-14T09:37:52.963563,38.79038505237237
2024-11-14T09:38:03.046990,42.606675369900124
2024-11-14T09:38:16.094516,38.06179973983887
2024-11-14T09:38:26.140512,37.266457202409114
2024-11-14T09:38:36.178186,43.28705711568874
2024-11-14T09:38:46.211580,48.232394119264605
2024-11-14T09:38:59.235753,54.41971488307478
2024-11-14T09:39:01.586493,19.084850188786497
2024-11-14T09:39:11.616752,12.04119982655925
2024-11-14T09:39:21.657386,59.806777095752025
2024-11-14T09:39:31.690265,55.97301290890538
2024-11-14T09:39:41.717607,30.370278797557752
2024-11-14T09:39:51.759214,36.650178254124725
2024-11-14T09:40:01.787711,26.020599913279625
2024-11-14T09:40:11.818193,47.60422483423212
2024-11-14T09:40:21.846884,16.901960800285135
2024-11-14T09:40:31.872991,43.57953894586339
2024-11-14T09:40:41.897658,47.95880017344075
